classAccount,timestamp,UTC,total,public_public1,public_public2,public_public3,public_public4,secret_secret01,secret_secret02,secret_secret03,secret_secret04,secret_secret05,secret_secret06,secret_secret07,secret_secret08,secret_secret09,secret_secret10,secret_secret11,secret_secret12,secret_secret13,secret_secret14,secret_secret15,secret_secret16,secret_secret17,secret_secret18,secret_secret19,secret_secret20,secret_secret21,secret_secret22,secret_secret23,secret_secret24,secret_secret25,secret_secret26,secret_secret27,secret_secret28,secret_secret29,secret_secret30,secret_secret31
pnels,2012-11-05 23:21:13.0,1352175673000,78,5,0,5,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
arinray,2012-11-05 23:27:01.0,1352176021000,14,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elfalem,2012-11-05 23:31:52.0,1352176312000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
pnels,2012-11-05 23:50:00.0,1352177400000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
robertzi,2012-11-05 23:51:20.0,1352177480000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
rmonga1,2012-11-05 23:52:12.0,1352177532000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
rle1,2012-11-05 23:56:04.0,1352177764000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
lwu12,2012-11-06 00:31:15.0,1352179875000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
pbloch,2012-11-06 00:32:42.0,1352179962000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
bdoyle,2012-11-06 00:49:36.0,1352180976000,63,5,5,0,5,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
enav,2012-11-06 00:53:56.0,1352181236000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
nmistry1,2012-11-06 00:55:34.0,1352181334000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
mdjackso,2012-11-06 01:01:43.0,1352181703000,59,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,3,3,3,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jwang113,2012-11-06 01:24:29.0,1352183069000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
yeealex,2012-11-06 01:28:19.0,1352183299000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nkarroum,2012-11-06 01:42:14.0,1352184134000,48,5,5,5,0,0,0,3,3,3,3,3,3,3,3,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aridgway,2012-11-06 01:45:11.0,1352184311000,77,5,5,5,5,3,3,0,3,3,0,3,3,3,3,0,0,0,3,0,0,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2
rjames13,2012-11-06 01:49:51.0,1352184591000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jbeaudoi,2012-11-06 02:36:48.0,1352187408000,69,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
lucataco,2012-11-06 02:38:11.0,1352187491000,44,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jbeaudoi,2012-11-06 02:39:12.0,1352187552000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
tlundfel,2012-11-06 04:27:58.0,1352194078000,60,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nathane,2012-11-06 08:54:34.0,1352210074000,28,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nathane,2012-11-06 08:58:22.0,1352210302000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jfjessup,2012-11-06 09:01:20.0,1352210480000,49,5,0,5,0,3,3,3,3,3,3,0,3,3,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bneumaie,2012-11-06 09:02:19.0,1352210539000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
jfjessup,2012-11-06 09:06:46.0,1352210806000,60,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bdoyle,2012-11-06 10:27:32.0,1352215652000,71,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2
pnels,2012-11-06 10:36:05.0,1352216165000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
bneumaie,2012-11-06 10:40:05.0,1352216405000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
crobins,2012-11-06 10:48:47.0,1352216927000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
crobins,2012-11-06 10:53:25.0,1352217205000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dfarias,2012-11-06 11:10:46.0,1352218246000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
pvaughn,2012-11-06 11:17:51.0,1352218671000,23,0,5,0,0,0,0,3,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anewell,2012-11-06 11:25:49.0,1352219149000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
rafletch,2012-11-06 11:36:38.0,1352219798000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
tlutz,2012-11-06 11:54:27.0,1352220867000,55,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,0,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
arjun1,2012-11-06 12:00:14.0,1352221214000,56,5,5,5,5,3,3,3,3,3,0,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0
arjun1,2012-11-06 12:00:48.0,1352221248000,59,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0
jhsiegel,2012-11-06 12:21:27.0,1352222487000,65,5,5,5,5,3,3,3,3,3,0,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tlundfel,2012-11-06 12:22:18.0,1352222538000,65,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pmasigla,2012-11-06 13:16:53.0,1352225813000,54,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmm17,2012-11-06 13:34:26.0,1352226866000,88,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jgruen32,2012-11-06 13:41:54.0,1352227314000,91,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
nkarroum,2012-11-06 14:01:59.0,1352228519000,57,5,5,5,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmichael,2012-11-06 14:11:43.0,1352229103000,24,0,0,0,0,3,3,3,0,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tirish,2012-11-06 14:13:16.0,1352229196000,68,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
cmsnyder,2012-11-06 14:31:11.0,1352230271000,34,5,5,0,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nwilcox,2012-11-06 14:34:24.0,1352230464000,59,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nwilcox,2012-11-06 14:35:49.0,1352230549000,59,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
nkarroum,2012-11-06 14:44:26.0,1352231066000,62,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmichael,2012-11-06 14:50:36.0,1352231436000,32,5,0,0,0,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jafranck,2012-11-06 15:04:33.0,1352232273000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dmichael,2012-11-06 15:05:45.0,1352232345000,23,5,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmichael,2012-11-06 15:08:16.0,1352232496000,32,5,0,0,0,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmichael,2012-11-06 15:12:48.0,1352232768000,23,5,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dmichael,2012-11-06 15:19:18.0,1352233158000,23,5,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvaughn,2012-11-06 15:22:54.0,1352233374000,49,0,5,5,0,3,3,3,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rsamel,2012-11-06 15:28:04.0,1352233684000,83,5,5,5,5,3,0,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,0,0,2,2,2,0,2,2,2,2,2,0,2,0
wwarshaw,2012-11-06 15:30:49.0,1352233849000,65,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pvaughn,2012-11-06 15:31:08.0,1352233868000,60,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jkrynits,2012-11-06 15:33:32.0,1352234012000,45,5,5,0,5,3,3,3,3,3,3,0,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
crobins,2012-11-06 15:44:03.0,1352234643000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dmichael,2012-11-06 15:52:39.0,1352235159000,40,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jmpenny,2012-11-06 15:55:49.0,1352235349000,45,5,5,0,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pphlek,2012-11-06 15:56:12.0,1352235372000,92,5,0,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
gkempeni,2012-11-06 15:58:11.0,1352235491000,59,5,5,5,5,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wwarshaw,2012-11-06 15:59:47.0,1352235587000,91,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jmpenny,2012-11-06 16:04:22.0,1352235862000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
aridgway,2012-11-06 16:06:56.0,1352236016000,95,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2
dmichael,2012-11-06 16:07:11.0,1352236031000,43,5,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
pphlek,2012-11-06 16:07:23.0,1352236043000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
sanfin,2012-11-06 16:09:12.0,1352236152000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
aridgway,2012-11-06 16:09:33.0,1352236173000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
aridgway,2012-11-06 16:19:30.0,1352236770000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
evanwang,2012-11-06 16:32:17.0,1352237537000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arjun1,2012-11-06 16:34:49.0,1352237689000,59,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0
alally,2012-11-06 16:37:24.0,1352237844000,82,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dmichael,2012-11-06 16:44:28.0,1352238268000,53,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kklein23,2012-11-06 16:48:05.0,1352238485000,85,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
jmpenny,2012-11-06 16:49:28.0,1352238568000,31,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcabrer1,2012-11-06 16:51:49.0,1352238709000,57,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
jmpenny,2012-11-06 16:52:48.0,1352238768000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
atran124,2012-11-06 16:53:16.0,1352238796000,71,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alally,2012-11-06 16:53:48.0,1352238828000,82,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
jkrynits,2012-11-06 16:54:28.0,1352238868000,62,5,5,5,5,3,3,3,3,3,3,0,3,3,3,3,3,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gkempeni,2012-11-06 17:02:06.0,1352239326000,59,5,5,5,5,0,0,3,3,3,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dcabrer1,2012-11-06 17:02:40.0,1352239360000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dcabrer1,2012-11-06 17:03:00.0,1352239380000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
dcabrer1,2012-11-06 17:05:02.0,1352239502000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
fchen12,2012-11-06 17:05:10.0,1352239510000,72,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0
sberger,2012-11-06 17:10:29.0,1352239829000,86,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,0,0,2,0,2,2,0,2,2,0,0,0
dweitz27,2012-11-06 17:13:08.0,1352239988000,66,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kmadura,2012-11-06 17:13:45.0,1352240025000,60,0,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvaughn,2012-11-06 17:15:52.0,1352240152000,60,5,5,5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pvaughn,2012-11-06 17:18:36.0,1352240316000,65,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dweitz27,2012-11-06 17:19:06.0,1352240346000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
bshumate,2012-11-06 17:24:02.0,1352240642000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
alally,2012-11-06 17:24:35.0,1352240675000,82,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
sal1992,2012-11-06 17:29:21.0,1352240961000,23,5,0,0,0,0,0,3,3,3,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdjackso,2012-11-06 17:30:42.0,1352241042000,85,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,3,3,3,0,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
icarter,2012-11-06 17:32:00.0,1352241120000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
mmille,2012-11-06 17:32:24.0,1352241144000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
pvaughn,2012-11-06 17:32:41.0,1352241161000,65,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kklein23,2012-11-06 17:33:33.0,1352241213000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
yoei,2012-11-06 17:36:40.0,1352241400000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
mdjackso,2012-11-06 17:36:44.0,1352241404000,85,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,3,3,3,0,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
gkrummel,2012-11-06 17:38:05.0,1352241485000,62,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
arjun1,2012-11-06 17:40:05.0,1352241605000,59,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0
ahuang14,2012-11-06 17:41:00.0,1352241660000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
arjun1,2012-11-06 17:41:53.0,1352241713000,59,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,2,0,0
khaile,2012-11-06 17:42:24.0,1352241744000,32,5,0,0,0,3,3,3,3,3,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmadura,2012-11-06 17:43:53.0,1352241833000,31,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ahafez,2012-11-06 17:45:45.0,1352241945000,57,0,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
viyen,2012-11-06 17:47:56.0,1352242076000,88,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,0,2,0,2,2,0,0,2,2,0,0
amalik12,2012-11-06 17:52:17.0,1352242337000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
azsheikh,2012-11-06 17:53:47.0,1352242427000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
relh,2012-11-06 17:55:57.0,1352242557000,100,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ahafez,2012-11-06 17:56:35.0,1352242595000,91,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
amascone,2012-11-06 17:57:51.0,1352242671000,57,5,5,0,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mlui12,2012-11-06 17:59:10.0,1352242750000,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
amascone,2012-11-06 18:01:31.0,1352242891000,50,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bneumaie,2012-11-06 18:04:15.0,1352243055000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
mlui12,2012-11-06 18:04:27.0,1352243067000,57,0,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
skhan126,2012-11-06 18:06:25.0,1352243185000,74,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
kmadura,2012-11-06 18:07:00.0,1352243220000,43,0,0,5,5,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kmadura,2012-11-06 18:08:26.0,1352243306000,65,5,5,5,5,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shaworth,2012-11-06 18:10:32.0,1352243432000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
Rohit507,2012-11-06 18:12:02.0,1352243522000,79,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,0,3,3,3,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2
tlutz,2012-11-06 18:17:23.0,1352243843000,94,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,0,3,3,3,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
mlui12,2012-11-06 18:18:41.0,1352243921000,65,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
dquispe,2012-11-06 18:19:09.0,1352243949000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gagankt,2012-11-06 18:20:47.0,1352244047000,35,0,5,0,0,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ytliang,2012-11-06 18:22:35.0,1352244155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arjun1,2012-11-06 18:22:55.0,1352244175000,79,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,3,2,2,2,2,2,2,2,2,2,2,2,2,2
tirish,2012-11-06 18:25:05.0,1352244305000,97,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,2,2,2,2,2,2,2,2,2,2,2,2,2
yoei,2012-11-06 18:26:15.0,1352244375000,88,5,5,5,5,0,0,3,3,3,3,3,3,3,3,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
glittle,2012-11-06 18:27:49.0,1352244469000,88,5,5,5,5,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2
ytliang,2012-11-06 18:27:52.0,1352244472000,29,5,0,0,0,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
